"","id","year","rep","trail_crossing_count","road_count","powerlines_poly_count","road_residence","locations","true"
"1","01",2018,1,2,1,0,5,34,0
"2","01",2018,2,5,1,0,10,34,0
"3","01",2018,3,8,0,0,0,34,0
"4","01",2018,4,6,0,0,0,34,0
"5","01",2018,5,2,0,0,7,34,0
"6","01",2018,6,8,1,0,0,34,0
"7","01",2018,7,2,1,0,1,34,0
"8","01",2018,8,4,9,1,4,34,0
"9","01",2018,9,4,1,0,1,34,0
"10","01",2018,10,7,0,0,0,34,0
"11","01",2018,11,10,0,0,0,34,0
"12","01",2018,12,1,1,0,0,34,0
"13","01",2018,13,1,0,0,0,34,0
"14","01",2018,14,11,0,0,0,34,0
"15","01",2018,15,0,1,0,4,34,0
"16","01",2018,16,8,0,0,0,34,0
"17","01",2018,17,1,0,0,0,34,0
"18","01",2018,18,0,0,0,9,34,0
"19","01",2018,19,5,0,0,0,34,0
"20","01",2018,20,5,0,0,0,34,0
"21","01",2018,21,3,2,0,11,34,0
"22","01",2018,22,6,0,0,0,34,0
"23","01",2018,23,0,1,0,0,34,0
"24","01",2018,24,12,1,0,0,34,0
"25","01",2018,25,2,1,0,1,34,0
"26","01",2018,26,2,0,0,0,34,0
"27","01",2018,27,0,7,0,9,34,0
"28","01",2018,28,6,0,0,0,34,0
"29","01",2018,29,4,0,0,0,34,0
"30","01",2018,30,0,0,4,6,34,0
"31","01",2018,31,2,1,0,5,34,0
"32","01",2018,32,0,0,0,0,34,0
"33","01",2018,33,0,1,0,0,34,0
"34","01",2018,34,3,9,0,3,34,0
"35","01",2018,35,8,11,0,0,34,0
"36","01",2018,36,3,0,0,0,34,0
"37","01",2018,37,4,0,0,0,34,0
"38","01",2018,38,0,8,0,0,34,0
"39","01",2018,39,0,1,0,0,34,0
"40","01",2018,40,2,3,0,0,34,0
"41","01",2018,41,0,1,0,0,34,0
"42","01",2018,42,1,0,0,0,34,0
"43","01",2018,43,6,2,0,0,34,0
"44","01",2018,44,0,3,0,0,34,0
"45","01",2018,45,0,1,0,9,34,0
"46","01",2018,46,0,1,0,0,34,0
"47","01",2018,47,0,17,0,13,34,0
"48","01",2018,48,0,5,1,6,34,0
"49","01",2018,49,0,11,0,3,34,0
"50","01",2018,50,4,0,0,0,34,0
"51","01",2018,51,7,3,0,2,34,0
"52","01",2018,52,5,0,0,0,34,0
"53","01",2018,53,7,0,0,0,34,0
"54","01",2018,54,4,0,0,0,34,0
"55","01",2018,55,3,0,0,0,34,0
"56","01",2018,56,7,2,0,3,34,0
"57","01",2018,57,4,0,0,0,34,0
"58","01",2018,58,0,5,0,1,34,0
"59","01",2018,59,0,8,0,14,34,0
"60","01",2018,60,0,0,0,0,34,0
"61","01",2018,61,3,0,0,0,34,0
"62","01",2018,62,0,8,0,3,34,0
"63","01",2018,63,3,0,0,0,34,0
"64","01",2018,64,2,0,0,0,34,0
"65","01",2018,65,2,0,0,0,34,0
"66","01",2018,66,7,0,0,0,34,0
"67","01",2018,67,7,0,0,4,34,0
"68","01",2018,68,5,0,0,0,34,0
"69","01",2018,69,6,0,0,0,34,0
"70","01",2018,70,0,2,0,0,34,0
"71","01",2018,71,2,0,0,1,34,0
"72","01",2018,72,5,0,1,0,34,0
"73","01",2018,73,3,1,0,0,34,0
"74","01",2018,74,11,1,0,1,34,0
"75","01",2018,75,0,1,0,1,34,0
"76","01",2018,76,4,0,0,0,34,0
"77","01",2018,77,2,3,0,0,34,0
"78","01",2018,78,3,0,0,0,34,0
"79","01",2018,79,0,4,0,11,34,0
"80","01",2018,80,1,0,0,4,34,0
"81","01",2018,81,3,2,0,6,34,0
"82","01",2018,82,6,4,0,0,34,0
"83","01",2018,83,0,0,0,0,34,0
"84","01",2018,84,4,0,0,0,34,0
"85","01",2018,85,6,0,0,0,34,0
"86","01",2018,86,0,0,0,0,34,0
"87","01",2018,87,3,4,0,1,34,0
"88","01",2018,88,4,0,0,0,34,0
"89","01",2018,89,4,1,0,0,34,0
"90","01",2018,90,0,4,0,13,34,0
"91","01",2018,91,0,0,0,3,34,0
"92","01",2018,92,1,0,0,0,34,0
"93","01",2018,93,1,1,0,5,34,0
"94","01",2018,94,0,0,0,0,34,0
"95","01",2018,95,7,0,0,0,34,0
"96","01",2018,96,10,1,0,1,34,0
"97","01",2018,97,0,0,0,0,34,0
"98","01",2018,98,8,0,0,0,34,0
"99","01",2018,99,3,7,0,1,34,0
"100","01",2018,100,0,15,3,0,34,0
"101","01",2018,101,3,1,0,1,34,0
"102","01",2018,102,3,0,0,0,34,0
"103","01",2018,103,0,6,0,4,34,0
"104","01",2018,104,12,5,0,0,34,0
"105","01",2018,105,0,0,2,0,34,0
"106","01",2018,106,0,3,0,3,34,0
"107","01",2018,107,2,0,0,0,34,0
"108","01",2018,108,2,3,0,0,34,0
"109","01",2018,109,1,0,0,0,34,0
"110","01",2018,110,5,0,0,0,34,0
"111","01",2018,111,14,0,0,0,34,0
"112","01",2018,112,3,0,0,0,34,0
"113","01",2018,113,0,5,0,9,34,0
"114","01",2018,114,0,1,0,0,34,0
"115","01",2018,115,0,2,0,1,34,0
"116","01",2018,116,6,0,0,0,34,0
"117","01",2018,117,0,15,0,9,34,0
"118","01",2018,118,5,0,0,0,34,0
"119","01",2018,119,0,0,0,0,34,0
"120","01",2018,120,6,1,0,0,34,0
"121","01",2018,121,0,7,0,2,34,0
"122","01",2018,122,9,0,0,0,34,0
"123","01",2018,123,6,1,3,12,34,0
"124","01",2018,124,2,0,0,0,34,0
"125","01",2018,125,7,0,0,0,34,0
"126","01",2018,126,0,5,0,3,34,0
"127","01",2018,127,7,1,0,1,34,0
"128","01",2018,128,12,1,0,0,34,0
"129","01",2018,129,0,1,0,0,34,0
"130","01",2018,130,0,1,0,0,34,0
"131","01",2018,131,0,7,0,4,34,0
"132","01",2018,132,4,0,0,0,34,0
"133","01",2018,133,0,2,0,6,34,0
"134","01",2018,134,2,0,0,0,34,0
"135","01",2018,135,5,0,0,4,34,0
"136","01",2018,136,1,1,0,0,34,0
"137","01",2018,137,6,0,0,1,34,0
"138","01",2018,138,6,2,0,5,34,0
"139","01",2018,139,6,0,0,0,34,0
"140","01",2018,140,3,6,0,9,34,0
"141","01",2018,141,7,0,0,6,34,0
"142","01",2018,142,3,0,0,0,34,0
"143","01",2018,143,2,4,0,3,34,0
"144","01",2018,144,7,0,0,0,34,0
"145","01",2018,145,0,11,2,2,34,0
"146","01",2018,146,0,0,0,0,34,0
"147","01",2018,147,11,0,0,0,34,0
"148","01",2018,148,0,0,0,0,34,0
"149","01",2018,149,0,1,0,0,34,0
"150","01",2018,150,10,0,0,1,34,0
"151","01",2018,151,4,1,0,0,34,0
"152","01",2018,152,4,0,0,0,34,0
"153","01",2018,153,0,0,0,0,34,0
"154","01",2018,154,0,2,0,1,34,0
"155","01",2018,155,5,0,0,0,34,0
"156","01",2018,156,0,6,0,11,34,0
"157","01",2018,157,6,8,0,6,34,0
"158","01",2018,158,7,0,0,9,34,0
"159","01",2018,159,2,0,0,0,34,0
"160","01",2018,160,0,1,0,0,34,0
"161","01",2018,161,0,5,0,1,34,0
"162","01",2018,162,3,0,0,0,34,0
"163","01",2018,163,6,3,0,0,34,0
"164","01",2018,164,1,0,0,0,34,0
"165","01",2018,165,3,1,0,0,34,0
"166","01",2018,166,6,0,0,0,34,0
"167","01",2018,167,0,1,0,3,34,0
"168","01",2018,168,4,0,1,1,34,0
"169","01",2018,169,0,6,0,7,34,0
"170","01",2018,170,7,4,0,5,34,0
"171","01",2018,171,5,0,0,0,34,0
"172","01",2018,172,0,0,0,0,34,0
"173","01",2018,173,0,1,0,0,34,0
"174","01",2018,174,4,0,0,0,34,0
"175","01",2018,175,1,0,0,1,34,0
"176","01",2018,176,5,5,0,5,34,0
"177","01",2018,177,3,0,0,0,34,0
"178","01",2018,178,1,1,0,2,34,0
"179","01",2018,179,3,0,0,0,34,0
"180","01",2018,180,0,14,0,1,34,0
"181","01",2018,181,1,3,0,2,34,0
"182","01",2018,182,3,1,0,1,34,0
"183","01",2018,183,9,0,0,0,34,0
"184","01",2018,184,0,3,0,3,34,0
"185","01",2018,185,1,2,0,14,34,0
"186","01",2018,186,4,1,0,7,34,0
"187","01",2018,187,1,0,0,0,34,0
"188","01",2018,188,3,0,0,0,34,0
"189","01",2018,189,2,4,0,0,34,0
"190","01",2018,190,5,3,0,0,34,0
"191","01",2018,191,0,8,0,4,34,0
"192","01",2018,192,1,3,0,1,34,0
"193","01",2018,193,5,0,0,0,34,0
"194","01",2018,194,13,4,0,7,34,0
"195","01",2018,195,8,0,0,0,34,0
"196","01",2018,196,2,0,0,0,34,0
"197","01",2018,197,4,3,0,7,34,0
"198","01",2018,198,4,0,0,1,34,0
"199","01",2018,199,3,0,0,0,34,0
"200","01",2018,200,4,0,0,0,34,0
"201","01",2018,201,0,0,0,7,34,0
"202","01",2018,202,5,0,0,0,34,0
"203","01",2018,203,1,0,0,0,34,0
"204","01",2018,204,7,4,0,6,34,0
"205","01",2018,205,0,2,0,1,34,0
"206","01",2018,206,0,10,0,13,34,0
"207","01",2018,207,4,0,0,0,34,0
"208","01",2018,208,12,0,0,0,34,0
"209","01",2018,209,10,0,0,0,34,0
"210","01",2018,210,6,1,0,0,34,0
"211","01",2018,211,0,8,1,20,34,0
"212","01",2018,212,2,2,0,4,34,0
"213","01",2018,213,4,1,0,0,34,0
"214","01",2018,214,0,1,0,13,34,0
"215","01",2018,215,3,1,0,0,34,0
"216","01",2018,216,9,0,0,0,34,0
"217","01",2018,217,3,2,0,0,34,0
"218","01",2018,218,2,0,0,0,34,0
"219","01",2018,219,1,0,0,0,34,0
"220","01",2018,220,4,0,0,0,34,0
"221","01",2018,221,4,1,0,5,34,0
"222","01",2018,222,1,0,0,2,34,0
"223","01",2018,223,10,2,0,0,34,0
"224","01",2018,224,2,0,0,0,34,0
"225","01",2018,225,0,0,0,0,34,0
"226","01",2018,226,8,3,0,3,34,0
"227","01",2018,227,2,0,0,0,34,0
"228","01",2018,228,12,0,0,0,34,0
"229","01",2018,229,7,0,0,0,34,0
"230","01",2018,230,9,0,0,0,34,0
"231","01",2018,231,12,0,0,0,34,0
"232","01",2018,232,0,3,0,2,34,0
"233","01",2018,233,0,2,0,9,34,0
"234","01",2018,234,4,0,0,7,34,0
"235","01",2018,235,7,0,0,0,34,0
"236","01",2018,236,8,8,0,3,34,0
"237","01",2018,237,4,0,1,0,34,0
"238","01",2018,238,6,0,0,0,34,0
"239","01",2018,239,0,3,0,0,34,0
"240","01",2018,240,3,1,0,0,34,0
"241","01",2018,241,3,0,0,0,34,0
"242","01",2018,242,1,0,0,0,34,0
"243","01",2018,243,5,0,0,0,34,0
"244","01",2018,244,2,0,0,1,34,0
"245","01",2018,245,4,8,1,2,34,0
"246","01",2018,246,0,14,0,1,34,0
"247","01",2018,247,7,0,0,0,34,0
"248","01",2018,248,3,0,3,10,34,0
"249","01",2018,249,0,1,0,0,34,0
"250","01",2018,250,0,1,0,0,34,0
"251","01",2018,251,1,0,0,0,34,0
"252","01",2018,252,17,1,0,1,34,0
"253","01",2018,253,8,0,5,5,34,0
"254","01",2018,254,12,0,0,3,34,0
"255","01",2018,255,4,0,0,0,34,0
"256","01",2018,256,4,0,0,0,34,0
"257","01",2018,257,13,0,0,0,34,0
"258","01",2018,258,4,11,0,3,34,0
"259","01",2018,259,1,0,0,0,34,0
"260","01",2018,260,11,0,1,0,34,0
"261","01",2018,261,2,0,0,0,34,0
"262","01",2018,262,0,3,0,0,34,0
"263","01",2018,263,3,0,0,0,34,0
"264","01",2018,264,5,0,0,0,34,0
"265","01",2018,265,1,0,0,0,34,0
"266","01",2018,266,11,0,0,0,34,0
"267","01",2018,267,5,0,0,0,34,0
"268","01",2018,268,0,2,0,5,34,0
"269","01",2018,269,9,5,0,8,34,0
"270","01",2018,270,6,1,0,3,34,0
"271","01",2018,271,2,3,0,0,34,0
"272","01",2018,272,4,0,0,0,34,0
"273","01",2018,273,0,7,0,11,34,0
"274","01",2018,274,2,4,0,0,34,0
"275","01",2018,275,0,8,0,10,34,0
"276","01",2018,276,0,0,0,0,34,0
"277","01",2018,277,0,4,0,5,34,0
"278","01",2018,278,3,4,0,1,34,0
"279","01",2018,279,3,0,0,0,34,0
"280","01",2018,280,8,1,0,0,34,0
"281","01",2018,281,3,0,0,0,34,0
"282","01",2018,282,0,7,0,9,34,0
"283","01",2018,283,9,0,0,0,34,0
"284","01",2018,284,1,0,0,0,34,0
"285","01",2018,285,3,0,1,0,34,0
"286","01",2018,286,4,0,0,0,34,0
"287","01",2018,287,0,13,0,10,34,0
"288","01",2018,288,3,0,0,0,34,0
"289","01",2018,289,0,2,0,0,34,0
"290","01",2018,290,14,3,0,0,34,0
"291","01",2018,291,0,4,0,1,34,0
"292","01",2018,292,4,0,0,0,34,0
"293","01",2018,293,0,0,0,1,34,0
"294","01",2018,294,0,6,0,4,34,0
"295","01",2018,295,1,4,0,1,34,0
"296","01",2018,296,0,0,0,0,34,0
"297","01",2018,297,8,0,0,3,34,0
"298","01",2018,298,0,2,0,1,34,0
"299","01",2018,299,0,7,0,1,34,0
"300","01",2018,300,0,4,0,0,34,0
"301","01",2018,301,0,11,0,8,34,0
"302","01",2018,302,0,0,0,0,34,0
"303","01",2018,303,10,1,0,0,34,0
"304","01",2018,304,1,0,0,0,34,0
"305","01",2018,305,4,3,0,1,34,0
"306","01",2018,306,0,1,0,0,34,0
"307","01",2018,307,7,1,0,0,34,0
"308","01",2018,308,8,1,0,5,34,0
"309","01",2018,309,10,1,0,0,34,0
"310","01",2018,310,5,0,0,0,34,0
"311","01",2018,311,1,7,0,6,34,0
"312","01",2018,312,9,4,0,0,34,0
"313","01",2018,313,6,0,0,0,34,0
"314","01",2018,314,1,0,0,0,34,0
"315","01",2018,315,2,0,0,0,34,0
"316","01",2018,316,6,0,0,0,34,0
"317","01",2018,317,0,7,1,2,34,0
"318","01",2018,318,2,0,0,1,34,0
"319","01",2018,319,0,2,0,0,34,0
"320","01",2018,320,14,0,0,0,34,0
"321","01",2018,321,0,4,0,7,34,0
"322","01",2018,322,4,6,0,0,34,0
"323","01",2018,323,0,7,0,5,34,0
"324","01",2018,324,3,1,0,0,34,0
"325","01",2018,325,3,6,3,0,34,0
"326","01",2018,326,1,0,0,0,34,0
"327","01",2018,327,0,0,0,0,34,0
"328","01",2018,328,0,0,0,3,34,0
"329","01",2018,329,0,6,0,8,34,0
"330","01",2018,330,0,4,0,6,34,0
"331","01",2018,331,2,7,0,0,34,0
"332","01",2018,332,3,0,0,0,34,0
"333","01",2018,333,6,5,0,0,34,0
"334","01",2018,334,0,4,0,1,34,0
"335","01",2018,335,5,0,0,0,34,0
"336","01",2018,336,8,0,0,0,34,0
"337","01",2018,337,1,9,0,8,34,0
"338","01",2018,338,0,3,0,3,34,0
"339","01",2018,339,4,0,0,0,34,0
"340","01",2018,340,5,0,0,0,34,0
"341","01",2018,341,0,0,0,0,34,0
"342","01",2018,342,4,6,0,6,34,0
"343","01",2018,343,3,0,0,0,34,0
"344","01",2018,344,4,1,0,0,34,0
"345","01",2018,345,0,1,0,0,34,0
"346","01",2018,346,1,6,0,5,34,0
"347","01",2018,347,4,3,0,1,34,0
"348","01",2018,348,2,0,0,1,34,0
"349","01",2018,349,3,0,0,0,34,0
"350","01",2018,350,3,5,0,0,34,0
"351","01",2018,351,9,2,0,14,34,0
"352","01",2018,352,4,1,0,0,34,0
"353","01",2018,353,0,8,0,3,34,0
"354","01",2018,354,0,1,0,0,34,0
"355","01",2018,355,7,0,0,5,34,0
"356","01",2018,356,3,0,0,0,34,0
"357","01",2018,357,0,3,0,0,34,0
"358","01",2018,358,3,0,0,0,34,0
"359","01",2018,359,0,0,0,0,34,0
"360","01",2018,360,2,0,0,0,34,0
"361","01",2018,361,0,1,0,2,34,0
"362","01",2018,362,4,0,0,0,34,0
"363","01",2018,363,0,6,0,11,34,0
"364","01",2018,364,6,1,0,0,34,0
"365","01",2018,365,0,0,0,0,34,0
"366","01",2018,366,0,1,0,0,34,0
"367","01",2018,367,8,0,0,2,34,0
"368","01",2018,368,8,0,0,0,34,0
"369","01",2018,369,0,3,6,2,34,0
"370","01",2018,370,0,11,0,3,34,0
"371","01",2018,371,5,0,0,0,34,0
"372","01",2018,372,6,0,0,0,34,0
"373","01",2018,373,6,2,0,1,34,0
"374","01",2018,374,4,0,0,0,34,0
"375","01",2018,375,2,0,0,1,34,0
"376","01",2018,376,3,0,0,5,34,0
"377","01",2018,377,3,3,0,1,34,0
"378","01",2018,378,4,2,0,0,34,0
"379","01",2018,379,2,1,0,0,34,0
"380","01",2018,380,8,8,0,7,34,0
"381","01",2018,381,0,1,0,0,34,0
"382","01",2018,382,4,0,12,0,34,0
"383","01",2018,383,5,4,0,4,34,0
"384","01",2018,384,3,0,0,0,34,0
"385","01",2018,385,7,0,0,0,34,0
"386","01",2018,386,0,1,0,0,34,0
"387","01",2018,387,4,8,0,15,34,0
"388","01",2018,388,10,0,0,0,34,0
"389","01",2018,389,0,0,0,0,34,0
"390","01",2018,390,0,0,0,0,34,0
"391","01",2018,391,4,0,0,0,34,0
"392","01",2018,392,5,0,0,0,34,0
"393","01",2018,393,3,0,0,0,34,0
"394","01",2018,394,3,1,0,1,34,0
"395","01",2018,395,0,6,1,10,34,0
"396","01",2018,396,0,13,2,4,34,0
"397","01",2018,397,3,4,0,2,34,0
"398","01",2018,398,1,0,0,0,34,0
"399","01",2018,399,7,0,1,0,34,0
"400","01",2018,400,4,1,0,0,34,0
"401","01",2018,401,0,8,0,6,34,0
"402","01",2018,402,4,0,0,0,34,0
"403","01",2018,403,2,0,0,0,34,0
"404","01",2018,404,1,3,0,14,34,0
"405","01",2018,405,4,3,1,0,34,0
"406","01",2018,406,3,6,5,4,34,0
"407","01",2018,407,6,1,0,2,34,0
"408","01",2018,408,2,0,0,0,34,0
"409","01",2018,409,1,0,0,0,34,0
"410","01",2018,410,4,0,0,0,34,0
"411","01",2018,411,14,4,0,0,34,0
"412","01",2018,412,0,2,0,0,34,0
"413","01",2018,413,6,1,0,0,34,0
"414","01",2018,414,9,1,0,4,34,0
"415","01",2018,415,3,0,0,2,34,0
"416","01",2018,416,4,0,0,0,34,0
"417","01",2018,417,6,0,5,6,34,0
"418","01",2018,418,0,2,0,5,34,0
"419","01",2018,419,0,6,0,13,34,0
"420","01",2018,420,6,0,0,0,34,0
"421","01",2018,421,4,0,0,0,34,0
"422","01",2018,422,2,0,0,0,34,0
"423","01",2018,423,4,0,0,1,34,0
"424","01",2018,424,3,0,0,0,34,0
"425","01",2018,425,4,11,0,1,34,0
"426","01",2018,426,0,0,0,0,34,0
"427","01",2018,427,0,1,0,0,34,0
"428","01",2018,428,0,1,0,6,34,0
"429","01",2018,429,10,0,0,0,34,0
"430","01",2018,430,2,0,0,1,34,0
"431","01",2018,431,0,0,0,3,34,0
"432","01",2018,432,0,17,0,4,34,0
"433","01",2018,433,8,0,0,0,34,0
"434","01",2018,434,4,1,0,0,34,0
"435","01",2018,435,4,0,0,0,34,0
"436","01",2018,436,0,2,0,11,34,0
"437","01",2018,437,3,0,0,0,34,0
"438","01",2018,438,1,0,0,1,34,0
"439","01",2018,439,0,6,0,2,34,0
"440","01",2018,440,0,7,0,1,34,0
"441","01",2018,441,8,1,0,0,34,0
"442","01",2018,442,5,0,0,5,34,0
"443","01",2018,443,0,2,0,6,34,0
"444","01",2018,444,0,1,0,0,34,0
"445","01",2018,445,7,0,0,0,34,0
"446","01",2018,446,2,1,0,0,34,0
"447","01",2018,447,0,1,0,0,34,0
"448","01",2018,448,7,0,0,0,34,0
"449","01",2018,449,7,5,0,1,34,0
"450","01",2018,450,0,8,0,10,34,0
"451","01",2018,451,0,1,0,0,34,0
"452","01",2018,452,0,3,0,1,34,0
"453","01",2018,453,0,4,0,6,34,0
"454","01",2018,454,0,0,0,0,34,0
"455","01",2018,455,5,0,0,1,34,0
"456","01",2018,456,4,0,0,0,34,0
"457","01",2018,457,6,3,0,1,34,0
"458","01",2018,458,1,0,1,9,34,0
"459","01",2018,459,2,0,0,6,34,0
"460","01",2018,460,11,0,0,5,34,0
"461","01",2018,461,4,2,0,5,34,0
"462","01",2018,462,3,0,0,0,34,0
"463","01",2018,463,0,0,0,1,34,0
"464","01",2018,464,1,0,0,0,34,0
"465","01",2018,465,0,0,0,0,34,0
"466","01",2018,466,3,0,0,0,34,0
"467","01",2018,467,5,0,0,0,34,0
"468","01",2018,468,0,1,0,0,34,0
"469","01",2018,469,5,0,0,0,34,0
"470","01",2018,470,0,3,0,4,34,0
"471","01",2018,471,2,0,0,0,34,0
"472","01",2018,472,0,5,0,2,34,0
"473","01",2018,473,2,0,0,0,34,0
"474","01",2018,474,0,1,0,3,34,0
"475","01",2018,475,0,10,2,8,34,0
"476","01",2018,476,4,1,0,8,34,0
"477","01",2018,477,4,0,0,6,34,0
"478","01",2018,478,0,1,0,2,34,0
"479","01",2018,479,0,8,2,11,34,0
"480","01",2018,480,1,1,7,3,34,0
"481","01",2018,481,7,0,0,0,34,0
"482","01",2018,482,0,0,0,3,34,0
"483","01",2018,483,3,0,0,0,34,0
"484","01",2018,484,4,0,0,0,34,0
"485","01",2018,485,0,16,0,2,34,0
"486","01",2018,486,3,1,0,0,34,0
"487","01",2018,487,2,0,0,0,34,0
"488","01",2018,488,10,0,0,0,34,0
"489","01",2018,489,0,0,0,0,34,0
"490","01",2018,490,3,10,0,1,34,0
"491","01",2018,491,8,0,0,0,34,0
"492","01",2018,492,0,2,0,0,34,0
"493","01",2018,493,5,0,0,0,34,0
"494","01",2018,494,4,1,0,3,34,0
"495","01",2018,495,5,0,0,0,34,0
"496","01",2018,496,8,3,0,0,34,0
"497","01",2018,497,4,0,0,1,34,0
"498","01",2018,498,0,0,0,2,34,0
"499","01",2018,499,4,5,3,2,34,0
"500","01",2018,500,0,2,0,8,34,0
"501","01",2018,501,4,0,0,0,34,0
"502","01",2018,502,8,1,0,0,34,0
"503","01",2018,503,1,3,4,1,34,0
"504","01",2018,504,6,1,0,0,34,0
"505","01",2018,505,4,1,0,1,34,0
"506","01",2018,506,0,1,0,0,34,0
"507","01",2018,507,4,1,0,9,34,0
"508","01",2018,508,1,0,0,0,34,0
"509","01",2018,509,6,4,0,3,34,0
"510","01",2018,510,6,1,0,0,34,0
"511","01",2018,511,0,1,0,10,34,0
"512","01",2018,512,3,0,0,0,34,0
"513","01",2018,513,8,4,0,8,34,0
"514","01",2018,514,3,0,0,0,34,0
"515","01",2018,515,0,4,0,1,34,0
"516","01",2018,516,2,0,1,6,34,0
"517","01",2018,517,8,0,0,0,34,0
"518","01",2018,518,6,0,0,0,34,0
"519","01",2018,519,7,0,0,0,34,0
"520","01",2018,520,6,0,0,0,34,0
"521","01",2018,521,1,0,0,3,34,0
"522","01",2018,522,0,2,0,0,34,0
"523","01",2018,523,2,1,0,0,34,0
"524","01",2018,524,4,3,0,5,34,0
"525","01",2018,525,4,2,0,6,34,0
"526","01",2018,526,7,0,0,0,34,0
"527","01",2018,527,3,0,0,0,34,0
"528","01",2018,528,6,0,0,0,34,0
"529","01",2018,529,0,2,0,5,34,0
"530","01",2018,530,0,3,0,1,34,0
"531","01",2018,531,6,1,0,0,34,0
"532","01",2018,532,4,0,0,0,34,0
"533","01",2018,533,9,1,1,6,34,0
"534","01",2018,534,9,1,0,0,34,0
"535","01",2018,535,0,0,0,9,34,0
"536","01",2018,536,6,0,0,0,34,0
"537","01",2018,537,4,0,0,0,34,0
"538","01",2018,538,0,7,0,0,34,0
"539","01",2018,539,0,0,0,0,34,0
"540","01",2018,540,0,3,0,5,34,0
"541","01",2018,541,0,12,1,2,34,0
"542","01",2018,542,8,4,0,0,34,0
"543","01",2018,543,0,2,0,0,34,0
"544","01",2018,544,6,0,0,0,34,0
"545","01",2018,545,1,0,0,2,34,0
"546","01",2018,546,0,2,0,6,34,0
"547","01",2018,547,7,0,0,0,34,0
"548","01",2018,548,4,0,0,0,34,0
"549","01",2018,549,0,0,0,0,34,0
"550","01",2018,550,9,1,0,1,34,0
"551","01",2018,551,4,0,0,0,34,0
"552","01",2018,552,0,6,0,3,34,0
"553","01",2018,553,4,10,1,4,34,0
"554","01",2018,554,4,0,0,0,34,0
"555","01",2018,555,7,0,0,0,34,0
"556","01",2018,556,8,1,0,10,34,0
"557","01",2018,557,0,1,0,0,34,0
"558","01",2018,558,6,3,0,0,34,0
"559","01",2018,559,1,3,0,11,34,0
"560","01",2018,560,2,3,0,1,34,0
"561","01",2018,561,0,0,0,0,34,0
"562","01",2018,562,11,0,0,0,34,0
"563","01",2018,563,4,0,0,10,34,0
"564","01",2018,564,1,0,0,0,34,0
"565","01",2018,565,0,8,0,1,34,0
"566","01",2018,566,1,1,0,5,34,0
"567","01",2018,567,4,1,0,0,34,0
"568","01",2018,568,2,3,0,1,34,0
"569","01",2018,569,4,0,0,0,34,0
"570","01",2018,570,3,0,0,0,34,0
"571","01",2018,571,5,6,0,12,34,0
"572","01",2018,572,6,1,0,0,34,0
"573","01",2018,573,4,0,0,3,34,0
"574","01",2018,574,5,0,0,0,34,0
"575","01",2018,575,0,11,0,1,34,0
"576","01",2018,576,0,1,0,0,34,0
"577","01",2018,577,4,0,0,0,34,0
"578","01",2018,578,1,0,0,0,34,0
"579","01",2018,579,3,2,0,0,34,0
"580","01",2018,580,8,2,0,1,34,0
"581","01",2018,581,5,0,0,0,34,0
"582","01",2018,582,0,6,0,14,34,0
"583","01",2018,583,0,4,0,4,34,0
"584","01",2018,584,2,1,0,4,34,0
"585","01",2018,585,3,0,0,0,34,0
"586","01",2018,586,0,10,0,5,34,0
"587","01",2018,587,5,1,0,0,34,0
"588","01",2018,588,6,0,0,0,34,0
"589","01",2018,589,2,0,0,0,34,0
"590","01",2018,590,6,3,0,9,34,0
"591","01",2018,591,6,0,0,0,34,0
"592","01",2018,592,2,4,0,5,34,0
"593","01",2018,593,6,0,7,1,34,0
"594","01",2018,594,9,4,0,5,34,0
"595","01",2018,595,0,5,0,2,34,0
"596","01",2018,596,4,2,0,0,34,0
"597","01",2018,597,0,7,1,11,34,0
"598","01",2018,598,0,0,0,0,34,0
"599","01",2018,599,1,0,0,0,34,0
"600","01",2018,600,0,1,0,0,34,0
"601","01",2018,601,2,0,0,0,34,0
"602","01",2018,602,5,4,0,14,34,0
"603","01",2018,603,0,0,0,0,34,0
"604","01",2018,604,2,0,0,0,34,0
"605","01",2018,605,8,0,0,0,34,0
"606","01",2018,606,3,0,0,1,34,0
"607","01",2018,607,3,1,0,0,34,0
"608","01",2018,608,0,14,2,1,34,0
"609","01",2018,609,6,1,0,11,34,0
"610","01",2018,610,8,4,0,5,34,0
"611","01",2018,611,1,4,0,3,34,0
"612","01",2018,612,3,1,0,0,34,0
"613","01",2018,613,1,0,0,0,34,0
"614","01",2018,614,0,14,0,1,34,0
"615","01",2018,615,4,0,0,0,34,0
"616","01",2018,616,4,0,0,0,34,0
"617","01",2018,617,0,1,0,0,34,0
"618","01",2018,618,5,0,0,0,34,0
"619","01",2018,619,10,0,0,9,34,0
"620","01",2018,620,3,0,0,0,34,0
"621","01",2018,621,6,0,5,2,34,0
